StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q379,Q380,Q381,Q382,Q383,Consent,C_One_Office,C_One_Know,C_One_Day,C_One_Struc,Q333_First Click,Q333_Last Click,Q333_Page Submit,Q333_Click Count,Micro1_One_Exp_A1_1,Micro1_One_Exp_A2_1,Micro2_One_Exp_A2_1,Micro2_One_Exp_A1_1,Q386_First Click,Q386_Last Click,Q386_Page Submit,Q386_Click Count,Micro1_One_Cause_A1_1,Micro1_One_Cause_A2_1,Micro_One_Cause_A2_1,Micro_One_Cause_A1_1,C_One_Freq,C_Sep_Office,C_Sep_Know,C_Sep_Day,C_Sep_Struc,Q397_First Click,Q397_Last Click,Q397_Page Submit,Q397_Click Count,Micro1_Sep_Exp_A1_1,Micro1_Sep_Exp_A2_1,Micro2_Sep_Exp_A2_1,Micro2_Sep_Exp_A1_1,Q404_First Click,Q404_Last Click,Q404_Page Submit,Q404_Click Count,Micro1_Sep_Cause_A1_1,Micro1_Sep_Cause_A2_1,Micro2_Sep_Cause_A2_1,Micro2_Sep_Cause_A1_1,C_Sep_Freq,C_One_Office,C_One_Know,C_One_Day,C_One_Struc,Q415_First Click,Q415_Last Click,Q415_Page Submit,Q415_Click Count,Coffee1_One_Exp_A1_1,Coffee1_One_Exp_A2_1,Coffee2_One_Exp_A2_1,Coffee2_One_Exp_A1_1,Q418_First Click,Q418_Last Click,Q418_Page Submit,Q418_Click Count,Coffee1_One_Cause_A1_1,Coffee1_One_Cause_A2_1,Coffee2_One_Cause_A2_1,Coffee2_One_Cause_A1_1,C_One_Freq,C_Sep_Office,C_Sep_Know,C_Sep_Day,C_Sep_Struc,Q428_First Click,Q428_Last Click,Q428_Page Submit,Q428_Click Count,Coffee1_Sep_Exp_A1_1,Coffee1_Sep_Exp_A2_1,Coffee2_Sep_Exp_A2_1,Coffee2_Sep_Exp_A1_1,Q433_First Click,Q433_Last Click,Q433_Page Submit,Q433_Click Count,Coffee1_Sep_Cause_A1_1,Coffee1_Sep_Cause_A2_1,Coffee2_Sep_Cause_A2_1,Coffee2_Sep_Cause_A1_1,C_Sep_Freq,Age,Gender,Explanation,Suggestions,Condition,Order
02/11/2019 19:24,02/11/2019 19:35,0,107.77.217.50,100,659,1,02/11/2019 19:35,R_1omSOwuffwy7BtT,,,,,29.82839966,-95.46959686,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,2,0,0,49.068,0,1,7,,,0,0,10.118,0,4,4,,,1,2,2,2,2,0,0,35.692,0,1,1,,,0,0,16.486,0,4,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1,I don't think either of them were more to blame for the power failure. I blame the company for having that ridiculous policy.,,2,1
02/11/2019 19:28,02/11/2019 19:37,0,74.74.131.154,100,491,1,02/11/2019 19:37,R_3exeMGeocHVI5mQ,,,,,43.13960266,-77.45600128,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1.301,16.002,54.459,6,1,7,,,1.325,26.837,28.312,9,1,7,,,1,2,2,2,2,0.964,35.922,36.501,7,4,4,,,9.726,19.215,21.328,4,4,4,,,1,36,2,"With the two coworker who knew each other's schedules, I found there to be more blame because each knew the likelihood of the other making coffee. The two co-workers who didn't know each other's habits I couldn't find fault, not could I really discount that they both caused the power failure because neither knew if the other was likely to make coffee.","None, Thank you. Fun experiment! ",3,1
02/11/2019 19:27,02/11/2019 19:38,0,204.113.88.231,100,617,1,02/11/2019 19:38,R_1hLSBYYQ2QQjXcy,,,,,40.78489685,-111.9337997,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,2,0,0,51.474,0,1,7,,,0,0,10.07,0,4,5,,,1,2,2,2,2,0,0,33.036,0,1,4,,,0,0,12.014,0,4,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,I decided that the one who used it everyday would be likely to use it on Friday. ,,1,1
02/11/2019 19:31,02/11/2019 19:40,0,104.169.241.127,100,520,1,02/11/2019 19:40,R_1Kr9gY5WYX7M7pd,,,,,45.1230011,-92.53659821,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,47.473,0,1,7,,,0,0,17.025,0,6,6,,,1,2,2,2,2,0,0,56.248,0,1,1,,,0,0,16.697,0,6,6,,,1,37,1,"Seriously, there's no Slack or something for the workers to say, ""making coffee right now on floor 1""?

So, everybody is responsible. ",n/a,4,1
02/11/2019 19:39,02/11/2019 19:40,0,23.81.81.107,100,75,1,02/11/2019 19:40,R_6icUxlmHsao1idX,,,,,33.6730957,-111.9460983,anonymous,EN,,,,noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2019 19:39,02/11/2019 19:46,0,67.1.254.183,100,403,1,02/11/2019 19:46,R_yyE6L7dbN8k0pkB,,,,,32.18499756,-110.8171005,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,2,0,0,55.577,0,,,7,1,0,0,10.246,0,,,5,5,1,2,2,2,2,37.662,37.662,39.228,1,,,4,4,0,0,21.099,0,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1,Eddie and the other one always used the microwave,,1,2
02/11/2019 19:27,02/11/2019 19:49,0,99.102.109.26,100,1319,1,02/11/2019 19:49,R_1K6FuXKkkCkk3bW,,,,,41.79960632,-88.00659943,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",2,2,1,2,0,0,44.653,0,5,3,,,0,0,21.682,0,4,3,,,"1,2",1,1,2,1,50.944,50.944,117.456,1,6,5,,,0,0,19.486,0,7,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,looking at the videos and photo of where the microwave was,,2,1
02/11/2019 19:45,02/11/2019 19:57,0,64.203.217.212,100,734,1,02/11/2019 19:57,R_1JF3Vo51Eg1HyT8,,,,,32.3822937,-80.76029968,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,2,0,0,45.537,0,,,6,1,0,0,13.904,0,,,6,2,1,2,2,2,2,0,0,39.082,0,,,2,3,0,0,20.15,0,,,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2,I watched who used the mircowave more during the week.,None,1,2
02/11/2019 19:48,02/11/2019 20:00,0,99.117.140.149,100,677,1,02/11/2019 20:00,R_1CpyTSklq0nweQR,,,,,41.58779907,-87.45320129,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,48.94,0,1,7,,,0,0,17.856,0,7,7,,,1,2,2,2,2,6.413,15.549,50.734,2,1,1,,,0,0,17.947,0,7,7,,,1,28,1,"Since both of the employees made coffee on Friday in the two videos, they are both responsible for causing a power failure.",,4,1
02/11/2019 19:53,02/11/2019 20:01,0,73.181.157.141,100,427,1,02/11/2019 20:01,R_OvatfL8BHQUWMWB,,,,,47.63000488,-122.2971954,anonymous,EN,,,,,James,"4,5,6,7,8,9",1,1,1,2,0,0,52.274,0,1,7,,,0,0,17.89,0,4,4,,,1,2,2,2,2,0,0,40.569,0,4,4,,,0,0,13.127,0,4,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,I made my judgments based on observation.,,1,1
02/11/2019 19:50,02/11/2019 20:02,0,107.77.228.57,100,695,1,02/11/2019 20:02,R_24ctW9xy70CzFNs,,,,,34.10040283,-118.2946014,anonymous,EN,,,Ava,,,"4,5,6,7,8,9",1,1,1,2,0,0,50.526,0,,,7,1,0,0,21.675,0,,,7,1,1,2,2,2,2,32.498,32.823,41.018,2,,,1,1,0,0,31.393,0,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2,"In the first video the two gentlemen did not know each other or each other's habits, so they did not know that there was a chance both would use the microwave at the same time. In the second video the two gentleman new each other well, and each other's habits. So, Ben new very well that it was highly likely Tom would be using a microwave, and Ben still decided to use the microwave. ",no problems,2,2
02/11/2019 19:53,02/11/2019 20:03,0,108.233.81.229,100,610,1,02/11/2019 20:03,R_3hhA2mhpgLcB68A,,,,,37.68640137,-121.7653961,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,49.77,0,,,5,2,0,0,15.75,0,,,6,2,1,2,2,2,2,0,0,34.813,0,,,2,2,0,0,14.889,0,,,2,7,1,45,2,"Since the same guy always made the coffee in the shared office, it was mostly the other employee's fault when he decided to make coffee on Friday in his own office. Similarly, the one guy never made coffee in his own office Monday through Thursday in the second scenario, so he was definitely to blame for the power outage when he suddenly decided to make coffee on Friday.",,3,2
02/11/2019 20:01,02/11/2019 20:13,0,68.126.220.214,100,675,1,02/11/2019 20:13,R_1GO15Fm78bJXNKG,,,,,33.83580017,-117.9062958,anonymous,EN,,,Ava,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,57.17,0,,,7,1,0,0,15.594,0,,,7,7,1,2,2,2,2,0,0,34.666,0,,,1,1,0,0,10.894,0,,,7,7,1,37,1,"It doesn't  really matter who uses the coffee machine often on what day. The most important part is when both person are using the machine on that Friday. Both got up and made coffee, so both person are to blame for the power outage.",none,3,2
02/11/2019 20:06,02/11/2019 20:14,0,98.23.38.34,100,484,1,02/11/2019 20:14,R_2CCkgL2Xde4cZF5,,,,,37.09950256,-84.11309814,anonymous,EN,,,Ava,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,47.977,0,,,7,1,0,0,19.21,0,,,5,5,1,2,2,2,2,0,0,34.506,0,,,2,3,0,0,15.212,0,,,5,5,1,39,1,"I feel like neither of them are to blame entirely. In the first video, the other party watched the first make coffee each day so the watching party would be wise to assume the other person would make coffee on Friday. However, he/she still can't be entirely to blame for the power failure as they would still have the right to make coffee. In the second video, neither party was very well aware of what the other was doing so neither of them were to blame much at all. They both made their own choice without much knowledge about the choice the other would make.",,3,2
02/11/2019 20:18,02/11/2019 20:18,0,66.91.1.52,100,13,1,02/11/2019 20:18,R_1PSNlG761dNx4i6,,,,,19.70599365,-155.092804,anonymous,EN,emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2019 20:13,02/11/2019 20:22,0,73.198.109.124,100,532,1,02/11/2019 20:22,R_3061IBeGhaG03wp,,,,,40.63679504,-74.37270355,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,52.788,0,,,7,1,0,0,13.025,0,,,1,1,1,2,2,2,2,0,0,35.348,0,,,1,1,0,0,14.251,0,,,1,1,1,36,1,"Neither party knew when the other party was going to make coffee. There was no set specific time either person decided to make coffee. It was just pure coincidence that when one person made coffee on Friday, the other person also made coffee at the same time. The odds of that are incredible.",,4,2
02/11/2019 20:17,02/11/2019 20:23,0,98.21.199.101,100,372,1,02/11/2019 20:23,R_cNl65s398POZrYl,,,,,40.97019958,-76.90989685,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",1,1,1,2,0,0,43.802,0,,,5,3,0,0,12.1,0,,,3,6,1,2,2,2,2,0,0,36,0,,,4,4,0,0,19.26,0,,,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,I thought whoever used the microwave the most during the week was responsible on Friday for the power failure.,,2,2
02/11/2019 20:15,02/11/2019 20:24,0,174.193.42.95,100,516,1,02/11/2019 20:24,R_2uyUOt4glVf2AOI,,,,,35.31930542,-80.74559784,anonymous,EN,,,Ava,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1.142,51.372,55.501,2,1,7,,,4.433,18.867,20.763,3,1,7,,,1,2,2,2,2,1.386,76.09,78.38,14,1,5,,,1.674,20.89,23.136,3,1,7,,,1,37,2,"If you make coffee everyday, it's not your fault when you make coffee everyday. But when you needed make coffee and then just decide to have some randomly, that's on you. Really though, it's the companies fault for not just designating one coffee pot to be used for Fridays. ",,4,1
02/11/2019 20:18,02/11/2019 20:24,0,107.147.34.205,100,406,1,02/11/2019 20:24,R_31zt9mhAw9GwzMQ,,,,,40.57429504,-85.67410278,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,0,0,36.454,0,4,5,,,0,0,190.726,0,4,6,,,1,2,2,1,1,28.613,29.989,35.676,2,3,5,,,0,0,12.142,0,3,5,,,2,36,2,thank you,thank you,3,1
02/11/2019 20:17,02/11/2019 20:26,0,72.75.234.161,100,520,1,02/11/2019 20:26,R_3dEvToib8b0JCK9,,,,,42.96850586,-78.74919891,anonymous,EN,,,,,James,"4,5,6,7,8,9",1,1,1,2,101.994,101.994,121.878,1,,,7,1,0,0,19.069,0,,,4,4,1,2,2,2,2,0,0,32.288,0,,,1,1,0,0,12.689,0,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,by seeing if the other person was expecting the other person to use the microwave,,1,2
02/11/2019 20:16,02/11/2019 20:28,0,196.247.50.110,100,725,1,02/11/2019 20:28,R_12mccHxD9eVubwX,,,,,33.7552948,-84.38860321,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",1,1,1,2,0,0,55.464,0,,,4,4,0,0,18.203,0,,,7,7,1,2,2,2,2,0,0,34.979,0,,,7,4,0,0,19.789,0,,,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,made my judgment base on the information i saw and the video clip ,n/a,1,2
02/11/2019 20:21,02/11/2019 20:32,0,98.244.184.44,100,659,1,02/11/2019 20:32,R_1JWbjKNOnnxM1nk,,,,,31.60429382,-81.88710022,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,2,0,0,44.266,0,1,7,,,0,0,11.064,0,7,7,,,1,2,2,2,2,0,0,34.466,0,4,4,,,0,0,18.219,0,7,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,"My thought is they both know in either scenario that power will be cut if more than one microwave is used on Friday. So each person that uses a microwave is responsible for knowing if other people will be. So anyone that uses a microwave on Friday's is ultimately responsible for any power cut that takes place. I in a sense disregarded the use m-f as far as responsibility for power cut, since all microwave users should know the policy and know if others are going to use one as well.",,2,1
02/11/2019 20:28,02/11/2019 20:37,0,99.13.250.13,100,566,1,02/11/2019 20:37,R_3PixyF01x3eSuBI,,,,,28.94549561,-80.89689636,anonymous,EN,,,Ava,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,52.558,0,1,7,,,0,0,23.562,0,7,7,,,1,2,2,2,2,0,0,38.373,0,1,1,,,0,0,16.133,0,1,7,,,1,68,2,"in the second scenario, henry didn't know if james made coffee or not, but since henry never made coffee in scenario one, i assumed james wasn't a coffee drinker, therefore since he made coffee on friday, he caused the break in power",,3,1
02/11/2019 20:15,02/11/2019 20:38,0,74.196.102.74,100,1360,1,02/11/2019 20:38,R_78V9Sse3ZD1Hsul,,,,,35.98219299,-96.75260162,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,49.38,49.38,49.799,1,1,7,,,0,0,14.377,0,4,4,,,1,2,2,2,2,0,0,32.702,0,2,6,,,0,0,17.82,0,4,4,,,1,44,2,I just followed along and went with my instincts.,,4,1
02/11/2019 20:27,02/11/2019 20:39,0,47.25.220.78,100,717,1,02/11/2019 20:39,R_6h7iMkvH25Np9PX,,,,,42.40730286,-124.4217987,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",1,1,1,2,0,0,46.613,0,,,7,1,0,0,11.229,0,,,4,4,1,2,2,2,1,0,0,36.654,0,,,7,1,0,0,22.621,0,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2,"I did not really have an opinion. Clearly, you wanted me to blame the guy who uses the microwave all the time as being the ""culprit""--or maybe it was the guy who knew the other guy would use it. I don't know.","No problems. Good survey, thanks!",2,2
02/11/2019 20:38,02/11/2019 20:44,0,96.66.19.209,100,387,1,02/11/2019 20:44,R_cvF31tH4bGPPPTH,,,,,42.43269348,-83.03959656,anonymous,EN,,,Ava,,,"4,5,6,7,8,9",1,1,1,2,9.183,13.056,48.33,2,,,6,3,0,0,17.002,0,,,6,6,1,2,2,2,2,9.355,25.621,47.653,3,,,4,4,0,0,18.551,0,,,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,Seems like it was both their faults in both scenarios cause they were both using a microwave.,,1,2
02/11/2019 20:18,02/11/2019 20:46,0,72.220.90.240,100,1646,1,02/11/2019 20:46,R_11XacnrQ2KWgD5C,,,,,32.79359436,-117.0689011,anonymous,EN,Emma,,,,,"4,5,6,7,8,9",1,1,1,2,6.629,9.288,44.398,2,,,7,2,4.081,5.149,13.184,2,,,7,7,1,2,2,2,2,38.132,38.681,39.806,2,,,7,2,3.408,3.408,21.117,1,,,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,"On the first video, I think both Eddie and Neil caused the power failure even though Eddie used the microwave more than Neil. Just because Eddie was using the microwave more than Neil the rest of the week, that doesn't give him a priority on using it so it's both their fault. On the second video, I think both Tom and Ben caused the power failure even though Tom used the microwave more than Ben. Just because Tom was using the microwave more than Ben the rest of the week, that doesn't give him a priority on using it so it's both their fault.",no issues encountered,2,2
02/11/2019 20:43,02/11/2019 20:50,0,163.185.148.245,100,423,1,02/11/2019 20:50,R_3NE4CyYQX8nLnWr,,,,,29.74389648,-95.60669708,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,41.578,0,,,7,1,0,0,12.851,0,,,5,4,1,2,2,2,2,36.255,36.255,37.347,1,,,1,1,0,0,23.086,0,,,4,4,1,28,1,"It's truly no ones fault, as the company has a ludicrous policy. Although in the result of Dan and Bob, since Bob never makes coffee during the other days of the week, he is slightly at fault.",,4,2
02/11/2019 20:40,02/11/2019 20:54,0,69.254.188.247,100,863,1,02/11/2019 20:54,R_2EhL0bba096wjZq,,,,,30.41700745,-84.18499756,anonymous,EN,,,,,James,"4,5,6,7,8,9",1,1,1,2,0,0,45.86,0,,,6,2,0,0,14.314,0,,,6,6,1,2,2,2,2,0,0,35.652,0,,,4,3,0,0,19.41,0,,,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,"In both scenarios, I thought both parties were to blame for the power outage. In the first videos, the two workers didn't know each other so they had no frame of reference for how often the microwave was being used. The power outage was both of their faults because there was no way to anticipate if someone else was using a microwave. 
In the second video, the two workers knew each other and even though one used the microwave more regularly, the microwaves don't belong to one or the other and the pattern was not definitive. So, as in the first video, they are both to blame for causing the outage.",,2,2
02/11/2019 20:46,02/11/2019 20:56,0,68.104.228.249,100,568,1,02/11/2019 20:56,R_12nyC8aJlYl6ufj,,,,,33.33799744,-111.7434998,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,53.505,0,,,7,1,0,0,19.063,0,,,6,2,1,2,2,2,2,0,0,39.144,0,,,4,4,0,0,21.027,0,,,6,6,1,53,1,In the first scenario neither subject knew the others habbits but in the second scenario the knew each other very well and Bob should have anticipated Dan making coffee.,,4,2
02/11/2019 20:52,02/11/2019 20:58,0,68.119.85.254,100,336,1,02/11/2019 20:58,R_1rCWVYKQIxgUZkC,,,,,32.54840088,-85.46820068,anonymous,EN,,,,,James,"4,5,6,7,8,9",1,1,1,2,0,0,44.171,0,2,7,,,0,0,11.08,0,5,5,,,1,2,2,2,2,0,0,34.166,0,4,4,,,0,0,15.386,0,3,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,"The first group of people were aware of each other, so they held more blame than the second group, who had no idea.",,1,1
02/11/2019 20:53,02/11/2019 21:14,0,24.1.169.71,100,1224,1,02/11/2019 21:14,R_27lfd1jScg2ohBS,,,,,41.68370056,-88.34989929,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,2,0,0,75.167,0,1,7,,,0,0,33.518,0,1,7,,,1,2,2,2,2,0,0,37.214,0,4,4,,,0,0,15.663,0,6,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2,"I made my judgement depending on whether the two co-workers know what each other was doing from Monday to Thursday. If someone A frequently used the microwave and was known to the other co-worker, A was not to be blamed for causing the explosion on Friday if A used it on Friday. But if the two co-workers did not know what each other was doing from Monday to Thursday, they should have avoided using the microwave on Friday to eliminate any chance of explosion. If not, they both were to be blamed.",none,1,1
02/11/2019 20:55,02/11/2019 21:15,0,24.93.29.236,100,1232,1,02/11/2019 21:15,R_uaK7x8WWCCkVuMh,,,,,43.06219482,-77.22180176,anonymous,EN,,,Ava,,,"4,5,6,7,8,9",1,1,1,2,0,0,54.1,0,,,7,1,0,0,11.913,0,,,7,7,1,1,2,2,2,0,0,34.621,0,,,1,1,0,0,15.33,0,,,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,It is each persons responsibility despite knowing one another to plan for the power outage on fridays.,,1,2
02/11/2019 21:20,02/11/2019 21:40,0,97.71.157.138,100,1185,1,02/11/2019 21:40,R_2f371b9yBx9LI3t,,,,,28.19839478,-81.48699951,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,50.802,0,1,7,,,0,0,16.689,0,5,5,,,1,2,2,2,2,0,0,51.759,0,1,1,,,0,0,17.966,0,5,5,,,1,48,1,Just because in the second scenario the coworkers were more aware of each other's behavior didn't mean the fault changed in my opinion so I judged them the same.,No issues it all worked fine and I have no suggestions as the study seems fine as is.,4,1
02/11/2019 22:35,02/11/2019 22:59,0,98.214.91.188,100,1401,1,02/11/2019 22:59,R_6QLs4Iw3F1JSz4t,,,,,39.59919739,-86.12999725,anonymous,EN,,,,Noah,,"4,5,6,7,8,9",1,1,1,2,0,0,36.892,0,1,7,,,0,0,14.786,0,1,7,,,1,2,2,2,2,0,0,38.029,0,4,4,,,0,0,15.433,0,4,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,"In the first scenario because the two didn't know each other's habits, neither expected or knew if the other would use the microwave. However, since one man didn't use the microwave all week up to Friday, I do think it's somewhat his fault he caused the failure, though his ignorance of other's habits absolved his blame somewhat. In the second scenario it was ridiculous that both men used the microwave on Friday because one knew the other always used the microwave. It was totally, I want to say, Ben's fault.",,2,1
02/11/2019 23:20,02/11/2019 23:27,0,162.195.42.163,100,447,1,02/11/2019 23:27,R_3gXSC1t9HwFmKTp,,,,,44.49139404,-87.92669678,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",1,1,1,2,0,0,43.179,0,1,7,,,0,0,10.38,0,4,6,,,1,2,2,2,2,0,0,36.388,0,1,1,,,0,0,17.482,0,4,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,"In the first one, no one was at fault because they didn't know each other. In the second, Ben knew that Tom used the microwave everyday so he was at fault for using it in my opinion.",,2,1
02/11/2019 23:58,03/11/2019 00:08,0,173.22.23.45,100,612,1,03/11/2019 00:08,R_2aKSHr2Fxalz5Zk,,,,,31.57910156,-84.21379852,anonymous,EN,,Benjamin,,,,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,50.013,0,,,6,1,0,0,29.199,0,,,5,1,1,2,2,2,2,0,0,42.407,0,,,1,1,0,0,27.269,0,,,7,7,1,25,1,"In the 1st video, the man that didn't make coffee until Friday knew that his co-worker always made the coffee. He should have known to NOT make the coffee because his co-worker always made it. I thought the fault was more his. In the 2nd video, I thought the fault lay with both employees. One or both of them should have made sure to ask the other who would make the coffee that day.",,3,2
03/11/2019 01:32,03/11/2019 01:42,0,73.219.171.53,100,595,1,03/11/2019 01:42,R_1IJWSrqSzeMuRCH,,,,,42.67640686,-71.31860352,anonymous,EN,,,Ava,,,"4,5,6,7,8,9",1,1,1,2,0,0,45.434,0,7,1,,,0,0,10.501,0,5,3,,,1,2,2,2,2,0,0,36.77,0,4,4,,,0,0,15.852,0,4,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2,"Well with the separate offices they would never know the habits of the other.  But the two that shared the office, they know each others habits and should know that tom was going to use the microwave.",No Problems,2,1
04/11/2019 20:23,04/11/2019 20:25,0,71.71.214.155,100,109,1,04/11/2019 20:25,R_2Wu9FGBrfnQvRwV,,,,,35.22270203,-80.79380035,anonymous,EN,emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2019 20:24,04/11/2019 20:31,0,174.30.45.127,100,416,1,04/11/2019 20:31,R_sRywZTwILvoBKyR,,,,,38.24310303,-93.38189697,anonymous,EN,,,,,James,"4,5,6,7,8,9",1,1,1,2,0,0,49.531,0,,,7,1,0,0,11.129,0,,,4,4,1,2,2,2,2,34.745,34.745,35.123,1,,,4,4,0,0,19.136,0,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,I don't think that any one person was at fault for the respective power failures. ,,1,2
04/11/2019 20:24,04/11/2019 20:31,0,67.45.96.105,100,453,1,04/11/2019 20:31,R_1ZADrIAKd4QEIgh,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,James,"4,5,6,7,8,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,68.504,68.767,69.191,2,1,7,,,0,0,29.885,0,7,7,,,1,2,2,2,2,0,0,39.41,0,1,1,,,0,0,31.048,0,7,7,,,1,25,2,"The first video they knew where the person was, so it was a guess that the same person would for sure make coffee on Friday. 
The second video was harder to guess. They don't work in the same room, nor know each other. Therefore, they wouldn't know the others habits.",,3,1
