StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q309,Q310,Q311,Q312,Q313,M_Both_Office,M_Both_Know,M_Both_Day,M_Both_Struc,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,M_Both_A1_1_1,M_Both_A2_1_1,M_Both_A2_2_1,M_Both_A1_2_1,M_Both_Freq,M_One_Office,M_One_Know,M_One_Day,M_One_Struc,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,M_One_A1_1_1,M_One_A2_1_1,M_One_A2_2_1,M_One_A1_2_1,M_One_Freq,M_Both_Ep_A1_1_1,M_Both_Ep_A2_1_1,M_One_Ep_A1_1_1,M_One_Ep_A2_1_1,M_One_Ep_A1_2_1,M_One_Ep_A2_2_1,M_Both_Ep_A1_2_1,M_Both_Ep_A2_2_1,K_Both_Office,K_Both_Know,K_Both_Day,K_Both_Struc,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,K_Both_A1_1_1,K_Both_A2_1_1,K_Both_A2_2_1,K_Both_A1_2_1,K_Both_Freq,K_One_Office,K_One_Know,K_One_Day,K_One_Struc,Q51_First Click,Q51_Last Click,Q51_Page Submit,Q51_Click Count,K_One_A1_1_1,K_One_A2_1_1,K_One_A2_2_1,K_One_A1_2_1,K_One_Freq,K_Both_Ep_A1_1_1,K_Both_Ep_A2_1_1,K_One_Ep_A1_1_1,K_One_Ep_A2_1_1,K_One_Ep_A1_2_1,K_One_Ep_A2_2_1,K_Both_Ep_A1_2_1,K_Both_Ep_A2_2_1,Age,Gender,Suggestions,Condition,QuestionOrder
2019-12-27 17:11:41,2019-12-27 17:21:49,0,32.208.190.88,100,607,1,2019-12-27 17:21:49,R_2fqSxSlTPFrEGAS,,,,,41.5041046142578125,-72.9167022705078125,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,0,0,52.713,0,4,4,,,"1,2",2,2,2,2,0,0,52.731,0,4,6,,,1,1,1,1,1,,,,,36,1,,3,1
2019-12-27 17:13:47,2019-12-27 17:23:34,0,122.164.74.74,100,587,1,2019-12-27 17:23:34,R_1EYbnODC9r7yhuc,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,0,0,109.342,0,4,4,,,"1,2",1,2,2,1,92.551,92.551,95.573,1,5,5,,,1,,,,,5,5,5,6,26,2,Nothing,4,1
2019-12-27 17:17:36,2019-12-27 17:23:52,0,76.242.115.67,100,375,1,2019-12-27 17:23:52,R_0qv85WNcdqc2Mkp,,,,,34.12109375,-117.4362030029296875,anonymous,EN,"4,5,6,7,8,9",,,,,James,2,2,2,2,0,0,52.458,0,6,6,,,"1,2",2,2,2,2,0,0,53.321,0,3,5,,,1,,,,,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,2,1
2019-12-27 17:15:44,2019-12-27 17:25:35,0,220.158.140.33,100,591,1,2019-12-27 17:25:35,R_233uygOLWPirUj6,,,,,11.10760498046875,77.356414794921875,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,16.554,62.734,88.891,3,,,3,5,2,2,2,2,1,0,0,74.289,0,,,7,1,2,6,5,1,7,,,,,25,1,,3,2
2019-12-27 17:11:20,2019-12-27 17:26:08,0,59.90.244.218,100,887,1,2019-12-27 17:26:08,R_3PFRvTiuuPJmyXB,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,0,0,77.306,0,4,7,,,"1,2",1,2,2,1,0,0,69.427,0,7,7,,,"1,2",7,7,4,5,,,,,35,2,,3,1
2019-12-27 17:13:51,2019-12-27 17:27:31,0,157.51.197.165,100,820,1,2019-12-27 17:27:31,R_2ZUOfZ3Ut9S3dby,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27 17:25:34,2019-12-27 17:29:04,0,173.66.175.190,100,210,1,2019-12-27 17:29:05,R_2B2IeKgc4QZKs33,,,,,39.082794189453125,-77.16739654541015625,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,2,2,2,2,3.431,39.651,44.239,13,7,7,,,"1,2",2,2,2,2,9.498,23.126,45.103,4,5,7,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,,2,1
2019-12-27 17:30:03,2019-12-27 17:31:45,0,23.81.95.31,100,101,1,2019-12-27 17:31:45,R_2huvmAPs7P7JgQx,,,,,33.272705078125,-111.82779693603515625,anonymous,EN,"4,5,6,7,8,9",,,it was say from a good ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27 17:31:55,2019-12-27 17:33:24,0,23.81.95.31,100,88,1,2019-12-27 17:33:24,R_4TxfH2PDIDH9q81,,,,,33.272705078125,-111.82779693603515625,anonymous,EN,"4,5,6,7,8,9",,it was beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27 17:26:27,2019-12-27 17:33:29,0,168.205.158.106,100,421,1,2019-12-27 17:33:29,R_278WPlNzUCT2Ad6,,,,,-19.9600067138671875,-44.1920928955078125,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,0,0,85.514,0,,,7,7,1,1,1,2,1,0,0,55.128,0,,,7,7,1,,,,,4,4,5,4,22,1,,4,2
2019-12-27 17:30:16,2019-12-27 17:37:10,0,174.246.49.209,100,414,1,2019-12-27 17:37:10,R_12lLKvNrHXJSKRJ,,,,,47.29620361328125,-122.39530181884765625,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,2,2,2,2,0,0,48.035,0,,,7,7,"1,2",2,2,2,2,0,0,45.358,0,,,7,7,1,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2,,2,2
2019-12-27 17:33:53,2019-12-27 17:37:44,0,73.167.138.231,100,230,1,2019-12-27 17:37:44,R_3lyUD2b0P5iYR4I,,,,,43.8065032958984375,-73.08820343017578125,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,53.254,0,,,4,4,"1,2",2,2,2,2,0,0,46.902,0,,,4,4,1,1,1,1,1,,,,,30,2,,3,2
2019-12-27 17:41:27,2019-12-27 17:42:01,0,59.92.177.162,100,34,1,2019-12-27 17:42:02,R_3Dcj1HHnQtnTcLd,,,,,11.00750732421875,76.96710205078125,anonymous,EN,"4,5,6,7,8,9",,,wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27 17:42:07,2019-12-27 17:46:28,0,59.92.177.162,100,261,1,2019-12-27 17:46:29,R_sZl8bXoKtJND6Ex,,,,,11.00750732421875,76.96710205078125,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,2,1,1,1,0,0,69.097,0,,,6,4,1,1,2,1,1,0,0,43.781,0,,,2,3,1,,,,,4,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,,2,2
2019-12-27 17:29:53,2019-12-27 17:48:12,0,157.51.110.58,100,1099,1,2019-12-27 17:48:13,R_2qDG8cKFNfwMUaM,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,0,0,73.765,0,1,1,,,"1,2",2,2,2,2,0,0,138.504,0,6,1,,,1,,,,,5,5,5,7,34,1,good experience,4,1
2019-12-27 17:19:45,2019-12-27 17:49:46,0,108.253.190.88,100,1800,1,2019-12-27 17:49:46,R_2DTCPvSfnx4F5oG,,,,,41.486602783203125,-81.80370330810546875,anonymous,EN,"4,5,6,7,8,9",,,,,James,2,2,2,2,0,0,45.813,0,,,7,7,"1,2",2,2,2,2,0,0,45.007,0,,,7,7,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,,1,2
2019-12-27 17:29:15,2019-12-27 17:50:15,0,96.227.58.9,100,1260,1,2019-12-27 17:50:16,R_3g7pqQ7KK9qViJI,,,,,40.036407470703125,-75.22190093994140625,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,0,0,59.097,0,,,4,4,"1,2",2,2,2,1,0,0,59.938,0,,,4,4,1,4,4,4,4,,,,,42,1,,3,2
2019-12-27 17:49:10,2019-12-27 17:53:22,0,73.167.138.231,100,252,1,2019-12-27 17:53:22,R_3OoEHPRz86wGiEx,,,,,43.8065032958984375,-73.08820343017578125,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,2,2,2,2,0,0,44.293,0,7,7,,,"1,2",2,2,2,2,0,0,54.34,0,7,7,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,1,1
2019-12-27 17:45:01,2019-12-27 17:58:16,0,122.164.16.149,100,794,1,2019-12-27 17:58:17,R_BLlrRKauwdnrVzb,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,james,2,1,1,1,0,0,53.602,0,,,4,6,1,2,1,1,1,0,0,44.415,0,,,5,6,1,5,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,,1,2
2019-12-27 17:53:09,2019-12-27 17:59:12,0,67.1.201.79,100,362,1,2019-12-27 17:59:12,R_23WSedUeU3SGNjo,,,,,32.25079345703125,-110.823699951171875,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,5.871,5.871,52.44,1,7,7,,,"1,2",2,2,2,1,0,0,57.253,0,7,7,,,1,,,,,2,3,6,6,41,1,,4,1
2019-12-27 17:55:42,2019-12-27 18:01:49,0,171.61.242.124,100,367,1,2019-12-27 18:01:50,R_2EhRb03fdF6H3Ad,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,1,2,2,1,0,0,46.443,0,,,7,7,"1,2",1,2,2,1,0,0,44.842,0,,,6,6,1,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,2,2
2019-12-27 17:21:58,2019-12-27 18:01:59,0,59.93.9.0,100,2400,1,2019-12-27 18:01:59,R_1LpuVS1sBValfl7,,,,,11.6537933349609375,78.1553955078125,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,2,2,2,2,9.219,11.214,61.986,2,4,4,,,"1,2",2,2,2,2,0,0,49.11,0,6,2,,,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,"Nothing, All are fine",1,1
2019-12-27 17:58:40,2019-12-27 18:05:13,0,67.166.6.110,100,392,1,2019-12-27 18:05:13,R_21naCi59opXl7Ua,,,,,39.7301025390625,-104.90779876708984375,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,52.746,0,,,7,7,"1,2",2,2,2,2,0,0,50.557,0,,,5,6,1,3,3,2,2,,,,,52,1,"I found myself second guessing. if henry used it a lot bob should have realized this perhaps more so then henrying knowing bob would use it once? ",3,2
2019-12-27 16:55:22,2019-12-27 18:07:17,0,108.171.159.47,100,4315,1,2019-12-27 18:07:18,R_Rtcps5H1k7pdJbX,,,,,19.074798583984375,72.8856048583984375,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2.652,24.874,101.798,2,4,4,,,"1,2",2,2,2,2,1.841,1.841,99.107,1,3,5,,,1,5,4,2,4,,,,,35,1,na,3,1
2019-12-27 18:05:03,2019-12-27 18:11:08,0,70.180.142.28,100,365,1,2019-12-27 18:11:09,R_3IWcLsUFfY62i73,,,,,36.1378936767578125,-115.32129669189453125,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,69.934,0,,,4,4,"1,2",2,2,2,2,0,0,66.492,0,,,3,5,1,,,,,3,5,2,2,33,1,,4,2
2019-12-27 17:13:57,2019-12-27 18:12:51,0,75.115.65.67,100,3534,1,2019-12-27 18:12:52,R_1F2ICoJuY5Plrsi,,,,,28.11309814453125,-81.6240997314453125,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,2,2,2,2,0,0,45.415,0,7,7,,,"1,2",2,2,2,2,0,0,42.805,0,6,4,,,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,1,1
2019-12-27 18:06:36,2019-12-27 18:15:42,0,104.245.78.50,100,545,1,2019-12-27 18:15:42,R_VL7BwAQglKcCdtn,,,,,35.27789306640625,-101.8300018310546875,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,2,2,2,2,0,0,45.853,0,2,2,,,"1,2",2,2,2,2,0,0,51.084,0,2,7,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2,,2,1
2019-12-27 17:16:49,2019-12-27 18:15:56,0,49.205.79.137,100,3547,1,2019-12-27 18:15:57,R_81v6cH9P3Gxw4SJ,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,133.522,0,,,4,4,"1,2",2,2,2,2,0,0,67.559,0,,,5,1,1,1,1,1,1,,,,,29,1,nothing else,3,2
2019-12-27 18:07:26,2019-12-27 18:16:15,0,122.164.48.146,100,528,1,2019-12-27 18:16:15,R_1gLzI0ZpTXEo6vT,,,,,9.9669952392578125,76.29168701171875,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,5.336,56.647,104.032,5,,,4,4,"1,2",1,2,2,1,58.096,102.584,107.523,6,,,1,7,1,6,6,6,6,,,,,31,1,good,3,2
2019-12-27 18:13:08,2019-12-27 18:16:32,0,122.164.214.86,100,203,1,2019-12-27 18:16:32,R_1GU395qI1kLqOpd,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,2,1,2,1,0,0,44.255,0,6,6,,,2,2,1,1,1,0,0,59.115,0,6,6,,,2,,,,,6,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,,2,1
2019-12-27 18:03:31,2019-12-27 18:16:45,0,49.205.79.137,100,794,1,2019-12-27 18:16:46,R_1EZHem3cO7TSsk2,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,2,2,2,2,0,0,46.917,0,4,4,,,"1,2",2,2,2,2,0,0,77.483,0,2,5,,,1,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,nothing else,2,1
2019-12-27 18:11:47,2019-12-27 18:18:54,0,184.98.81.110,100,427,1,2019-12-27 18:18:54,R_1IFbv7uPSw2xT7B,,,,,33.592193603515625,-112.002899169921875,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1.236,1.236,165.826,1,,,4,4,"1,2",2,2,2,2,0,0,159.586,0,,,4,4,1,,,,,1,1,1,1,71,2,no,4,2
2019-12-27 18:15:25,2019-12-27 18:21:12,0,68.58.107.206,100,347,1,2019-12-27 18:21:13,R_VVBWhc9eBJ4zZUl,,,,,39.6757049560546875,-86.06939697265625,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,2,2,2,2,45.867,45.867,46.36,1,,,4,4,"1,2",2,2,2,2,0,0,42.633,0,,,7,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,,1,2
2019-12-27 18:17:38,2019-12-27 18:22:50,0,97.84.231.160,100,312,1,2019-12-27 18:22:51,R_22XQP4cTuh8Wjq6,,,,,42.8123016357421875,-86.14209747314453125,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,0,0,53.01,0,7,7,,,"1,2",2,2,2,2,0,0,53.675,0,7,7,,,1,,,,,4,4,4,4,38,1,"If the 2 people work for the same company but in different parts of the building, is it the same office or different office? Does office mean office building or singular office?",4,1
2019-12-27 18:24:18,2019-12-27 18:25:37,0,122.183.172.127,100,79,1,2019-12-27 18:25:38,R_29b7lyGvmGcUEWl,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,nich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27 18:20:07,2019-12-27 18:27:38,0,67.60.216.249,100,450,1,2019-12-27 18:27:38,R_2X0VoVhoyjdOaYD,,,,,43.6175994873046875,-116.752899169921875,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,2,2,2,2,5.105,5.105,44.301,1,,,6,6,"1,2",2,2,2,2,4.389,48.633,51.177,4,,,3,5,1,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,,2,2
2019-12-27 18:25:43,2019-12-27 18:32:11,0,122.183.172.127,100,387,1,2019-12-27 18:32:11,R_3KMWE5bppIfH961,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,0,0,44.784,0,4,3,,,2,2,1,2,1,0,0,66.232,0,5,5,,,"1,2",,,,,5,4,5,4,27,1,i like hit,4,1
2019-12-27 18:12:48,2019-12-27 18:33:29,0,75.135.156.111,100,1240,1,2019-12-27 18:33:29,R_WeWiq5giRLNL5m1,,,,,42.8175048828125,-85.518096923828125,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,0,0,45.381,0,,,4,4,"1,2",2,2,2,1,1.438,1.438,131.97,1,,,4,4,"1,2",1,1,1,1,,,,,20,1,,3,2
2019-12-27 18:29:58,2019-12-27 18:33:37,0,131.93.174.24,100,218,1,2019-12-27 18:33:37,R_30f9aX76qjyrETn,,,,,45.2201995849609375,-93.96379852294921875,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,76.666,76.867,77.122,2,,,5,3,2,1,1,1,1,0,0,70.066,0,,,3,5,1,,,,,3,5,4,3,26,2,,4,2
2019-12-27 18:21:53,2019-12-27 18:35:42,0,96.242.1.241,100,829,1,2019-12-27 18:35:42,R_XFnzdfmDpYYKhiN,,,,,40.72650146484375,-74.17819976806640625,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,2,2,2,1,3.39,8.236,54.562,3,,,7,7,"1,2",2,2,2,1,2.748,2.748,45.541,1,,,7,7,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,,1,2
2019-12-27 18:37:56,2019-12-27 18:43:13,0,74.138.13.193,100,317,1,2019-12-27 18:43:13,R_AFhCBJmc6z4053P,,,,,38.2577056884765625,-85.70980072021484375,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,6.332,6.332,46.028,1,4,4,,,"1,2",2,1,2,2,0,0,53.6,0,4,4,,,1,,,,,1,4,1,1,31,2,,4,1
2019-12-27 18:35:27,2019-12-27 18:44:01,0,187.121.190.9,100,514,1,2019-12-27 18:44:02,R_2RUKWF1PBvzrGX4,,,,,-30.3336944580078125,-54.33029937744140625,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,2,2,2,1,0,0,51.206,0,,,7,7,"1,2",2,2,2,2,0,0,47.035,0,,,7,7,1,4,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,1,2
2019-12-27 18:39:18,2019-12-27 18:44:57,0,185.245.87.139,100,338,1,2019-12-27 18:44:57,R_O102fBVoLjoKN4R,,,,,34.054901123046875,-118.2577972412109375,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,14.914,14.914,83.995,1,7,7,,,"1,2",1,2,2,2,0,0,60.575,0,7,7,,,1,1,1,1,1,,,,,29,2,thank you!,3,1
2019-12-27 18:45:30,2019-12-27 18:48:21,0,122.174.249.21,100,171,1,2019-12-27 18:48:22,R_1Kv7CIGkVEplbvm,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,mia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27 18:45:36,2019-12-27 18:49:08,0,122.174.249.21,100,212,1,2019-12-27 18:49:08,R_T2hLZonQJaAxFzb,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,william,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27 18:45:43,2019-12-27 18:52:51,0,71.185.53.140,100,428,1,2019-12-27 18:52:51,R_veRtcyqbFxVEpcB,,,,,39.9040069580078125,-75.50890350341796875,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,2,2,2,2,44.668,44.668,45.59,1,,,6,6,"1,2",2,2,2,2,42.975,42.975,45.405,1,,,6,4,1,,,,,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2,,2,2
2019-12-27 18:49:17,2019-12-27 18:53:41,0,122.174.249.21,100,263,1,2019-12-27 18:53:41,R_21jJOj7pJdvbyKd,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,1,2,1,1,0,0,48.389,0,6,6,,,1,2,1,2,1,0,0,44.892,0,5,6,,,1,6,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,very interesting,1,1
2019-12-27 18:40:15,2019-12-27 18:56:50,0,157.51.200.168,100,995,1,2019-12-27 18:56:51,R_RPJXrSQgg2uHBap,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,james,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,0,0,96.491,0,6,6,,,"1,2",1,2,2,2,7.652,7.652,91.384,1,7,3,,,1,,,,,6,5,6,7,33,2,none,4,1
2019-12-27 18:52:39,2019-12-27 18:57:40,0,208.54.231.243,100,301,1,2019-12-27 18:57:40,R_23d7fMPooQLQgyR,,,,,40.38330078125,-111.989501953125,anonymous,EN,"4,5,6,7,8,9",,,Ava,,,2,2,2,2,44.563,44.563,46.408,1,7,7,,,"1,2",1,2,2,2,46.91,46.91,48.092,1,6,5,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,,2,1
2019-12-27 18:43:17,2019-12-27 19:01:20,0,49.205.79.226,100,1083,1,2019-12-27 19:01:21,R_1HcMK5HaSFX3BQ2,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,0,0,91.835,0,,,6,2,"1,2",1,2,2,1,0,0,141.634,0,,,5,7,1,5,6,3,6,,,,,25,1,NOTHING,3,2
2019-12-27 18:55:58,2019-12-27 19:02:26,0,122.174.111.196,100,388,1,2019-12-27 19:02:26,R_bIaKXbcNkm6CfC1,,,,,9.9405975341796875,76.26251220703125,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,1,1,1,2,15.347,15.347,50.345,1,,,7,7,"1,2",2,2,1,2,0,0,47.984,0,,,7,7,"1,2",7,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,nothing,1,2
2019-12-27 19:03:00,2019-12-27 19:07:09,0,122.174.104.235,100,248,1,2019-12-27 19:07:09,R_3KqhpY2PJ4tNReb,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",Emma,,,,,2,2,2,2,0,0,54.254,0,7,7,,,"1,2",2,2,2,2,0,0,71.9,0,7,7,,,"1,2",7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,nothing,1,1
2019-12-27 18:53:11,2019-12-27 19:07:46,0,183.83.152.218,100,874,1,2019-12-27 19:07:46,R_1PXB7zaHqyLKsB4,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,14.192,14.192,111.755,1,1,1,,,"1,2",1,2,2,1,233.393,233.393,315.5,1,1,6,,,1,,,,,6,4,5,6,26,1,NICE SURVEY,4,1
2019-12-27 19:07:43,2019-12-27 19:08:13,0,122.164.90.55,100,30,1,2019-12-27 19:08:14,R_2zJfbSFKmqtRvi7,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",EMMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27 19:06:45,2019-12-27 19:16:39,0,49.207.131.1,100,593,1,2019-12-27 19:16:40,R_2E7fyH2d6mIqkCn,,,,,13.08599853515625,80.27508544921875,anonymous,EN,"4,5,6,7,8,9",,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,0,0,81.857,0,5,5,,,"1,2",1,2,2,1,0,0,107.295,0,3,6,,,1,,,,,5,5,4,5,25,1,"NICE EXPERIENCE ",4,1
2019-12-27 19:14:45,2019-12-27 19:21:20,0,98.4.26.222,100,394,1,2019-12-27 19:21:21,R_3lM5j5EaYhF6LRP,,,,,43.16119384765625,-78.69460296630859375,anonymous,EN,"4,5,6,7,8,9",,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,44.706,44.706,46.919,1,5,5,,,"1,2",1,2,2,2,43.758,43.758,46.755,1,4,6,,,1,,,,,1,1,4,4,34,1,none,4,1
