StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q379,Q380,Q381,Q382,Q383,Consent_4,Consent_5,Consent_6,Consent_7,Consent_8,Consent_9,C_KnowMicro_Office,C_KnowMicro_Know,C_KnowMicro_Day,C_KnowMicro_Struc,Q50_First_Click,Q50_Last_Click,Q50_Page_Submit,Q50_Click_Count,Micro1_Know_Exp_A1_1,Micro1_Know_Ep_A1_7,Micro1_Know_Ep_A1_8,Micro1_Know_Ep_A1_6,Micro1_Know_Ep_A1_1,Micro1_Know_Ep_A1_4,Micro1_Know_Exp_A2_1,Micro1_Know_Ep_A2_7,Micro1_Know_Ep_A2_8,Micro1_Know_Ep_A2_6,Micro1_Know_Ep_A2_1,Micro1_Know_Ep_A2_4,Micro2_Know_Exp_A2_1,Micro2_Know_Ep_A2_7,Micro2_Know_Ep_A2_8,Micro2_Know_Ep_A2_6,Micro2_Know_Ep_A2_1,Micro2_Know_Ep_A2_4,Micro2_Know_Exp_A1_1,Micro2_Know_Ep_A1_7,Micro2_Know_Ep_A1_8,Micro2_Know_Ep_A1_6,Micro2_Know_Ep_A1_1,Micro2_Know_Ep_A1_4,C_KnowMicro_Freq_1,C_KnowMicro_Freq_2,C_NoMicro_Office,C_NoMicro_Know,C_NoMicro_Day,C_NoMicro_Struc,Q333_First_Click,Q333_Last_Click,Q333_Page_Submit,Q333_Click_Count,Micro1_No_Exp_A1_1,Micro1_No_Ep_A1_7,Micro1_No_Ep_A1_8,Micro1_No_Ep_A1_6,Micro1_No_Ep_A1_1,Micro1_No_Ep_A1_4,Micro1_No_Exp_A2_1,Micro1_No_Ep_A2_7,Micro1_No_Ep_A2_8,Micro1_No_Ep_A2_6,Micro1_No_Ep_A2_1,Micro1_No_Ep_A2_4,Micro2_No_Exp_A2_1,Micro2_No_Ep_A2_7,Micro2_No_Ep_A2_8,Micro2_No_Ep_A2_6,Micro2_No_Ep_A2_1,Micro2_No_Ep_A2_4,Micro2_No_Exp_A1_1,Micro2_No_Ep_A1_7,Micro2_No_Ep_A1_8,Micro2_No_Ep_A1_6,Micro2_No_Ep_A1_1,Micro2_No_Ep_A1_4,C_NoMicro_Freq_1,C_NoMicro_Freq_2,C_KnowCoffee_Office,C_KnowCoffee_Know,C_KnowCoffee_Day,C_KnowCoffee_Struc,Q51_First_Click,Q51_Last_Click,Q51_Page_Submit,Q51_Click_Count,Coffee1_Know_Exp_A1_1,Coffee1_Know_Ep_A1_7,Coffee1_Know_Ep_A1_8,Coffee1_Know_Ep_A1_6,Coffee1_Know_Ep_A1_1,Coffee1_Know_Ep_A1_4,Coffee1_Know_Exp_A2_1,Coffee1_Know_Ep_A2_7,Coffee1_Know_Ep_A2_8,Coffee1_Know_Ep_A2_6,Coffee1_Know_Ep_A2_1,Coffee1_Know_Ep_A2_4,Coffee2_Know_Exp_A2_1,Coffee2_Know_Ep_A2_7,Coffee2_Know_Ep_A2_8,Coffee2_Know_Ep_A2_6,Coffee2_Know_Ep_A2_1,Coffee2_Know_Ep_A2_4,Coffee2_Know_Exp_A1_1,Coffee2_Know_Ep_A1_7,Coffee2_Know_Ep_A1_8,Coffee2_Know_Ep_A1_6,Coffee2_Know_Ep_A1_1,Coffee2_Know_Ep_A1_4,C_KnowCoffee_Freq_1,C_KnowCoffee_Freq_2,C_NoCoffee_Office,C_NoCoffee_Know,C_NoCoffee_Day,C_NoCoffee_Struc,Q358_First_Click,Q358_Last_Click,Q358_Page_Submit,Q358_Click_Count,Coffee1_No_Exp_A1_1,Coffee1_No_Ep_A1_7,Coffee1_No_Ep_A1_8,Coffee1_No_Ep_A1_6,Coffee1_No_Ep_A1_1,Coffee1_No_Ep_A1_4,Coffee1_No_Exp_A2_1,Coffee1_No_Ep_A2_7,Coffee1_No_Ep_A2_8,Coffee1_No_Ep_A2_6,Coffee1_No_Ep_A2_1,Coffee1_No_Ep_A2_4,Coffee2_No_Exp_A2_1,Coffee2_No_Ep_A2_7,Coffee2_No_Ep_A2_8,Coffee2_No_Ep_A2_6,Coffee2_No_Ep_A2_1,Coffee2_No_Ep_A2_4,Coffee2_No_Exp_A1_1,Coffee2_No_Ep_A1_7,Coffee2_No_Ep_A1_8,Coffee2_No_Ep_A1_6,Coffee2_No_Ep_A1_1,Coffee2_No_Ep_A1_4,C_NoCoffee_Freq_1,C_NoCoffee_Freq_2,Age,Gender,Condition,QuestionOrder
10/12/2019 18:10,10/12/2019 18:23,0,209.251.131.162,100,764,1,10/12/2019 18:23,R_1KfHlkonULht2as, , , , ,29.64889526,-82.32499695,anonymous,EN, ,Benjamin, , , ,1,1,1,1,1,1,1,1,1,2,46.363,46.363,47.286,1, , , , , , , , , , , , ,6,5,4,3,3,4,2,1,1,1,1,1,1, ,2,2,2,2,41.653,44.254,45.703,2, , , , , , , , , , , , ,2,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29,1,1,2
10/12/2019 18:05,10/12/2019 18:23,0,50.81.148.214,100,1039,1,10/12/2019 18:23,R_DT9rMM4V7GHIvHH, , , , ,30.29559326,-89.46320343,anonymous,EN,Emma, , , , ,1,1,1,1,1,1,1,1,1,2,0,0,44.775,0, , , , , , , , , , , , ,6,6,3,2,2,2,5,5,3,2,2,2,1, ,2,2,2,2,76.223,76.223,82.243,1, , , , , , , , , , , , ,1,2,3,1,1,2,1,2,3,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32,2,2,2
10/12/2019 18:13,10/12/2019 18:23,0,66.24.77.45,100,560,1,10/12/2019 18:23,R_1S2XMbLWegttX8t, , , , ,42.14630127,-75.8864975,anonymous,EN, , , , ,James,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,58.913,0, , , , , , , , , , , , ,7,2,2,2,1,1,7,7,7,7,7,7, ,1,2,2,4,2,0,0,53.729,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,23,1,3,2
10/12/2019 18:18,10/12/2019 18:23,0,72.229.32.240,100,299,1,10/12/2019 18:23,R_2PnDDLe9Zoit39l, , , , ,40.73640442,-73.86949921,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1,1,1,1,2,0,0,40.889,0, , , , , , , , , , , , ,7,6,1,1,1,6,2,1,1,1,1,1,1, ,2,2,2,2,0,0,43.688,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,1,2,2
10/12/2019 18:15,10/12/2019 18:24,0,198.15.118.150,100,523,1,10/12/2019 18:24,R_3iQCP0Olr7qFAKd, , , , ,33.45320129,-112.0748978,anonymous,EN, , , , ,James,1,1,1,1,1,1,1,1,1,2,0,0,51.14,0,1,1,1,1,1,1,4,1,1,1,1,1, , , , , , , , , , , , ,1, ,2,2,2,2,0,0,43.89,0,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,1,2,1
10/12/2019 18:15,10/12/2019 18:25,0,73.140.38.58,100,546,1,10/12/2019 18:25,R_vkUy884viSj6OCB, , , , ,47.61700439,-117.3610001,anonymous,EN, , , , ,James,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,33.85,84.625,88.27,4, , , , , , , , , , , , ,5,5,5,4,4,5,1,1,1,1,1,1,1, ,2,2,4,2,15.557,60.797,61.853,4, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,28,1,4,2
10/12/2019 18:08,10/12/2019 18:25,0,174.74.185.195,100,1021,1,10/12/2019 18:25,R_1rcsxuytDFdytcZ, , , , ,33.60820007,-112.3240967,anonymous,EN, ,Benjamin, , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,55.879,0, , , , , , , , , , , , ,7,6,6,1,1,1,1,1,1,1,1,1,1, ,2,2,4,2,0,0,58.34,0, , , , , , , , , , , , ,4,2,1,1,1,1,4,4,1,1,1,1,1, ,65,2,3,2
10/12/2019 18:18,10/12/2019 18:25,0,24.116.21.131,100,413,1,10/12/2019 18:25,R_3LiD3I14RjKOymi, , , , ,34.16020203,-97.18139648,anonymous,EN, ,Benjamin, , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,46.201,0, , , , , , , , , , , , ,7,7,7,7,7,7,4,4,4,4,4,4,1, ,2,2,4,2,0,0,51.372,0, , , , , , , , , , , , ,1,3,3,4,4,3,1,2,1,1,1,1,1, ,54,1,3,2
10/12/2019 18:07,10/12/2019 18:26,0,98.17.20.125,100,1121,1,10/12/2019 18:26,R_eW2C6hI5ich1MWd, , , , ,32.61810303,-83.78900146,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1,1,1,1,2,0,0,45.3,0, , , , , , , , , , , , ,7,7,5,1,1,7,1,1,1,1,1,1,1, ,2,2,2,2,0,0,54.519,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,54,2,2,2
10/12/2019 18:17,10/12/2019 18:29,0,97.114.89.125,100,730,1,10/12/2019 18:29,R_1j9eFRgmgryyd8x, , , , ,34.94639587,-92.03220367,anonymous,EN, , , , ,James,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,2,0,0,50.012,0,1,1,6,2,2,6,6,6,6,2,2,2, , , , , , , , , , , , ,1, ,2,2,4,2,0,0,66.364,0,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , ,1, ,56,1,3,1
10/12/2019 18:20,10/12/2019 18:30,0,73.246.98.161,100,585,1,10/12/2019 18:30,R_2Pu1dH8CtoYbCT0, , , , ,41.94500732,-87.79959869,anonymous,EN, , , , ,James,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,47.566,47.566,48.066,1,1,1,1,1,1,1,1,7,7,7,7,7, , , , , , , , , , , , ,1, ,2,2,4,2,50.509,50.509,51.038,1,4,1,1,1,1,1,3,5,5,5,5,5, , , , , , , , , , , , ,1, ,40,1,3,1
10/12/2019 18:07,10/12/2019 18:30,0,24.131.60.201,100,1395,1,10/12/2019 18:30,R_3j1onJBK7sZl6M6, , , , ,33.93719482,-84.07910156,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,48.55,0,1,1,1,1,1,1,6,6,6,6,7,6, , , , , , , , , , , , ,1, ,2,2,4,2,0,0,51.964,0,1,4,3,3,2,1,1,3,2,1,1,1, , , , , , , , , , , , ,1, ,49,2,3,1
10/12/2019 18:05,10/12/2019 18:31,0,108.64.75.194,100,1555,1,10/12/2019 18:31,R_1kYqBxs3GKukro7, , , , ,38.0684967,-122.1613998,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1,1,1,1,2,0,0,281.79,0, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1, ,2,2,2,2,0,0,45.621,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,2,1,2
10/12/2019 18:25,10/12/2019 18:31,0,98.2.212.40,100,398,1,10/12/2019 18:31,R_D2XSyu85a9NzSzT, , , , ,43.73399353,-70.26249695,anonymous,EN,Emma, , , , ,1,1,1,1,1,1,1,1,1,2,0,0,43.025,0, , , , , , , , , , , , ,7,7,4,5,5,6,6,4,3,1,1,2,1, ,2,2,2,2,0,0,45.156,0, , , , , , , , , , , , ,1,1,2,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31,1,2,2
10/12/2019 18:07,10/12/2019 18:32,0,98.232.189.185,100,1481,1,10/12/2019 18:32,R_rcE1Dub9iXOCEBX, , , , ,44.65539551,-123.1349945,anonymous,EN,Emma, , , , ,1,1,1,1,1,1,1,1,1,2,0,0,44.688,0,4,1,1,1,1,1,5,5,4,4,5,5, , , , , , , , , , , , ,1, ,2,2,2,2,0,0,46.972,0,1,1,4,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,41,1,2,1
10/12/2019 18:18,10/12/2019 18:32,0,76.195.237.92,100,854,1,10/12/2019 18:32,R_1rcgNFIiOzfncnt, , , , ,41.94500732,-87.79959869,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,49.704,0,7,3,1,4,1,1,7,3,1,4,1,1, , , , , , , , , , , , ,1, ,2,2,4,2,70.525,84.992,89.937,2,1,1,4,1,4,1,1,1,1,4,4,1, , , , , , , , , , , , ,1, ,52,2,4,1
10/12/2019 18:28,10/12/2019 18:33,0,24.97.171.34,100,265,1,10/12/2019 18:33,R_UrKf4xYEyYYQGDD, , , , ,43.04289246,-78.69879913,anonymous,EN, ,Benjamin, , , ,1,1,1,1,1,1,1,1,1,1,0,0,53.4,0, , , , , , , , , , , , ,4,6,6,5,6,6,4,6,6,6,5,6, ,1,2,1,1,2,0,0,46.567,0, , , , , , , , , , , , ,7,5,4,4,4,6,1,1,4,4,4,4, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,1,2,2
10/12/2019 18:20,10/12/2019 18:33,0,70.173.53.88,100,783,1,10/12/2019 18:33,R_6eTyBggITjYonf3, , , , ,36.24729919,-115.2820969,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1,1,1,1,2,46.404,47.474,48.516,2, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,2,2,2,2,47.23,47.23,48.714,1, , , , , , , , , , , , ,4,4,1,1,1,4,4,4,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36,2,1,2
10/12/2019 18:26,10/12/2019 18:33,0,45.36.148.118,100,431,1,10/12/2019 18:33,R_241UoXS9P7LPeKY, , , , ,36.14300537,-80.30729675,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1,1,1,1,2,0,0,45.474,0,2,1,4,2,4,1,7,7,6,5,6,7, , , , , , , , , , , , ,1, ,2,2,2,2,0,0,42.294,0,1,1,4,4,4,1,1,1,4,4,4,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42,1,1,1
10/12/2019 18:27,10/12/2019 18:34,0,107.13.25.197,100,424,1,10/12/2019 18:34,R_qPYPd2FxpqmQY4V, , , , ,35.68280029,-78.59770203,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1,1,1,1,2,3.742,3.742,43.582,1,1,1,1,1,1,1,6,6,2,3,4,5, , , , , , , , , , , , ,1, ,2,2,2,2,1.73,1.73,47.404,1,1,1,2,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,1,1
10/12/2019 18:28,10/12/2019 18:34,0,216.14.241.91,100,334,1,10/12/2019 18:34,R_2rNKCWQkQaQqRjJ, , , , ,47.33000183,-114.075798,anonymous,EN, ,Benjamin, , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,45.015,0,3,2,1,1,1,1,7,6,3,1,1,1, , , , , , , , , , , , ,1, ,2,2,4,2,0,0,46.776,0,2,2,2,2,2,1,4,4,1,1,1,1, , , , , , , , , , , , ,1, ,55,2,4,1
10/12/2019 18:27,10/12/2019 18:35,0,24.60.247.22,100,482,1,10/12/2019 18:35,R_2EsNVEG1HCZXT2J, , , , ,42.42799377,-71.0617981,anonymous,EN,Emma, , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,51.104,0, , , , , , , , , , , , ,7,6,5,5,6,7,2,1,1,2,1,2,1, ,2,2,4,2,0,0,57.391,0, , , , , , , , , , , , ,4,3,2,2,1,1,4,2,1,2,1,1,1, ,54,1,3,2
10/12/2019 18:23,10/12/2019 18:35,0,144.92.38.235,100,726,1,10/12/2019 18:35,R_3KBhBoUOQOegpYH, , , , ,43.0769043,-89.40940094,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,52.963,0,6,6,4,4,3,3,7,7,6,5,6,7, , , , , , , , , , , , ,1, ,2,2,4,2,11.748,11.748,65.867,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, ,37,1,4,1
10/12/2019 18:23,10/12/2019 18:36,0,174.50.63.143,100,751,1,10/12/2019 18:36,R_1LYkSz7pBacA6lz, , , , ,32.5316925,-92.17680359,anonymous,EN, , , , ,James,1,1,1,1,1,1,1,1,1,2,0,0,47.984,0, , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,1, ,2,2,2,2,0,0,45.98,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,1,2,2
10/12/2019 18:29,10/12/2019 18:37,0,97.93.147.210,100,445,1,10/12/2019 18:37,R_3NP0lhH3FcD2Soo, , , , ,34.04800415,-118.1150055,anonymous,EN,Emma, , , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,48.538,0,1,1,1,1,1,1,6,4,2,4,4,5, , , , , , , , , , , , ,1, ,1,2,4,2,0,0,58.326,0,1,1,2,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, ,30,1,4,1
10/12/2019 18:33,10/12/2019 18:40,0,64.50.246.144,100,405,1,10/12/2019 18:40,R_1mdQyjpdHFDMp59, , , , ,46.57299805,-122.7075043,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1,1,1,1,2,4.68,30.849,53.291,2,1,1,1,1,1,1,6,6,4,1,1,4, , , , , , , , , , , , ,1, ,2,2,2,1,0,0,46.008,0,2,2,3,1,1,1,3,2,1,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,2,1
10/12/2019 18:38,10/12/2019 18:44,0,50.204.96.72,100,384,1,10/12/2019 18:44,R_uqxqXsTAhzmw801, , , , ,40.60020447,-74.14689636,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,50.063,0,1,1,1,1,1,1,7,7,7,7,7,7, , , , , , , , , , , , ,1, ,2,2,4,2,0,0,52.399,0,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, ,45,1,3,1
10/12/2019 18:25,10/12/2019 18:45,0,71.150.217.44,100,1175,1,10/12/2019 18:45,R_1poojpYz4XsMJyo, , , , ,32.78889465,-96.80210114,anonymous,EN, , , , ,James,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,52.862,0, , , , , , , , , , , , ,7,5,6,4,1,2,7,6,7,4,3,4,1, ,2,2,4,2,0,0,58.909,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, ,37,2,4,2
10/12/2019 18:39,10/12/2019 18:46,0,65.130.192.210,100,429,1,10/12/2019 18:46,R_1HqN2Xa7WaAbzdD, , , , ,40.61239624,-111.8832016,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1,1,1,1,2,0,0,45.151,0, , , , , , , , , , , , ,7,7,7,7,7,7,1,1,1,1,1,1,1, ,2,2,2,2,0,0,42.231,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39,1,1,2
10/12/2019 18:06,10/12/2019 18:46,0,104.200.35.70,100,2408,1,10/12/2019 18:46,R_1Don3qQBQzJQyFe, , , , ,35.66990662,-97.46469879,anonymous,EN, ,Benjamin, , , ,1,1,1,1,1,1,1,1,1,2,0,0,68.123,0,6,1,1,1,1,2,7,1,7,1,1,1, , , , , , , , , , , , ,1, ,2,2,2,2,0,0,57.798,0,7,7,7,2,2,2,7,3,3,1,1,2, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,2,1,1
10/12/2019 18:34,10/12/2019 18:47,0,64.38.134.74,100,763,1,10/12/2019 18:47,R_2cqJ9slXCDEiTfR, , , , ,37.75100708,-97.8219986,anonymous,EN,Emma, , , , ,1,1,1,1,1,1,1,1,1,2,0,0,44.381,0, , , , , , , , , , , , ,7,7,3,5,7,7,1,1,1,1,1,1,1, ,2,2,2,2,0,0,45.76,0, , , , , , , , , , , , ,2,2,5,1,1,1,2,3,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,1,2,2
10/12/2019 18:42,10/12/2019 18:48,0,69.201.57.161,100,379,1,10/12/2019 18:48,R_BzCgNvXLcekQKOJ, , , , ,43.97709656,-75.90930176,anonymous,EN, ,Benjamin, , , ,1,1,1,1,1,1,1,1,1,2,0,0,45.173,0,2,2,2,2,2,2,6,3,2,2,2,2, , , , , , , , , , , , ,1, ,2,2,2,2,0,0,46.123,0,1,2,2,2,2,1,2,2,1,1,1,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,1,1,1
10/12/2019 18:48,10/12/2019 18:55,0,174.105.25.180,100,431,1,10/12/2019 18:55,R_10qRPaztCKMGiC5, , , , ,39.938797,-83.0463028,anonymous,EN, , , , ,James,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,0,0,45.779,0, , , , , , , , , , , , ,6,6,4,1,1,1,1,1,1,1,1,1,1, ,2,2,4,2,0,0,54.422,0, , , , , , , , , , , , ,7,1,1,1,1,1,1,1,1,1,1,1,1, ,37,1,4,2
10/12/2019 18:26,10/12/2019 18:55,0,75.36.111.95,100,1789,1,10/12/2019 18:55,R_1Nt4C9XVYOijfTb, , , , ,35.18409729,-89.8588028,anonymous,EN, ,Benjamin, , , ,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,0,0,46.21,0, , , , , , , , , , , , ,7,7,4,2,2,4,7,7,6,7,7,7,1, ,2,2,4,2,82.684,82.684,85.386,1, , , , , , , , , , , , ,1,2,1,4,2,2,1,4,4,2,1,2,1, ,27,2,3,2
10/12/2019 18:51,10/12/2019 18:57,0,72.208.174.93,100,390,1,10/12/2019 18:57,R_3MoeO5wo3fQy2Uj, , , , ,33.63380432,-112.2065964,anonymous,EN,Emma, , , , ,1,1,1,1,1,1,1,1,1,2,0,0,47.915,0, , , , , , , , , , , , ,7,5,4,2,4,4,1,1,1,1,1,1,1, ,2,2,2,2,0,0,48.485,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44,2,1,2
10/12/2019 18:51,10/12/2019 19:03,0,68.100.20.6,100,679,1,10/12/2019 19:03,R_22JJhYS0pJnevhT, , , , ,38.79130554,-77.2806015,anonymous,EN, , , ,Noah, ,1,1,1,1,1,1,1,1,1,2,0,0,46.22,0, , , , , , , , , , , , ,6,6,4,4,4,4,1,1,1,1,1,1,1, ,2,2,2,2,0,0,43.01,0, , , , , , , , , , , , ,1,1,1,1,1,1,2,2,1,1,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,1,2,2
10/12/2019 18:56,10/12/2019 19:03,0,70.229.208.176,100,380,1,10/12/2019 19:03,R_216tGnoOOLPH5R6, , , , ,38.00039673,-121.3105011,anonymous,EN, , ,Ava, , ,1,1,1,1,1,1,1,1,1,2,3.667,27.556,40.526,2, , , , , , , , , , , , ,7,6,1,1,1,1,7,6,1,1,1,1,1, ,1,2,2,2,13.33,13.33,40.3,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,1,2,2
